Record#,Institution,Female_Asian,Female_Black,Female_Hispanic,Female_American_Indian,Female_Multi,Female_White
4438,148,,,,,,
2823,348,,,,,,
2824,348,,,,,,
2825,348,,,,,,
2820,348,,,,,,
2821,348,,,,,,
2822,348,,,,,,
4267,370,3,11,18,0,,6
4268,370,1,14,18,0,,4
4269,370,1,17,20,0,,3
4270,370,0,13,10,0,,5
4271,370,0,9,7,0,,7
4944,370,4,10,19,,,8
4945,370,3,9,17,,,7
4943,370,1,10,15,0,,7
4513,464,2,0,1,0,2,27
1302,487,4,14,0,0,2,33
1303,487,4,7,0,0,4,29
1304,487,5,3,0,1,4,30
1305,487,3,3,0,1,4,27
1306,487,0,2,3,0,1,32
1307,487,2,4,2,0,3,37
1308,487,2,2,2,0,5,49
1309,487,2,2,3,0,3,65
1310,487,3,1,5,1,6,74
1311,487,5,2,4,1,7,63
1312,487,6,7,4,1,6,59
1313,487,9,7,3,1,13,61
2014,487,8,8,3,1,16,74
2015,487,3,8,5,1,25,99
2016,487,4,6,3,0,27,110
1314,487,3,6,2,0,4,44
1315,487,6,3,1,0,10,51
1316,487,6,5,0,0,8,52
1317,487,2,6,1,0,8,42
1318,487,0,7,0,0,5,8
1319,487,3,5,0,0,5,8
1320,487,1,10,1,0,2,8
1321,487,1,6,0,0,3,4
2017,487,1,6,0,0,7,5
2018,487,2,4,0,1,6,8
2019,487,5,3,0,0,6,14
1322,487,,,,,,
1323,487,,,,,,
1324,487,1,4,2,0,5,16
1325,487,3,4,1,0,3,21
1326,487,4,5,1,0,8,23
1327,487,5,6,1,0,15,26
2020,487,7,5,1,0,15,36
2021,487,10,6,1,0,17,44
2022,487,14,11,1,1,22,57
5131,487,22,11,4,1,0,80
1328,487,3,4,1,0,8,11
1329,487,3,3,1,0,7,12
1330,487,7,6,1,0,7,99
1331,487,7,6,3,0,14,14
2023,487,8,5,2,0,15,14
2024,487,3,4,2,0,18,16
2025,487,3,9,3,0,21,16
1332,487,2,1,0,0,4,14
1333,487,1,1,0,0,2,14
1334,487,2,0,0,0,1,19
1335,487,2,0,0,0,2,20
1336,487,8,3,1,0,4,66
1337,487,14,7,1,0,7,61
1338,487,14,7,2,0,8,79
1339,487,10,10,2,0,10,82
2026,487,11,10,4,0,14,88
2027,487,11,11,5,0,17,128
2028,487,9,11,8,1,23,140
4279,194,1,1,0,0,0,14
4280,194,0,0,0,0,0,17
4281,194,0,0,0,1,0,14
4282,194,0,0,0,1,0,14
4283,194,0,0,1,2,0,12
4284,194,0,0,0,1,0,9
4349,194,1,1,0,0,0,13
4864,194,2,0,0,0,0,15
2839,194,1,0,1,0,0,15
2840,194,1,1,0,0,0,19
2841,194,1,1,1,0,0,13
4297,194,0,0,0,0,0,17
4298,194,0,0,0,0,0,18
4299,194,0,0,0,0,0,19
4348,194,1,0,1,0,0,29
4863,194,1,0,1,0,3,35
2834,194,,,,,,
2835,194,,,,,,
2836,194,,,,,,
2837,194,,,,,,
2838,194,,,,,,
4285,194,1,1,1,0,0,25
4286,194,1,1,0,0,2,25
4287,194,1,2,0,0,0,23
4288,194,2,3,1,1,0,20
4289,194,2,1,2,0,0,19
4290,194,1,2,1,1,0,21
4347,194,1,1,1,0,0,34
4865,194,1,1,1,0,0,35
4291,194,0,0,1,0,0,3
4292,194,0,0,1,0,0,1
4293,194,0,0,1,0,0,1
4294,194,0,0,1,0,0,0
4295,194,,,,,,0
4296,194,0,1,0,0,0,0
4346,194,0,0,0,0,0,4
4866,194,0,0,0,0,0,8
4487,330,2,15,0,0,3,6
4692,330,1,7,2,0,2,6
4695,330,2,12,3,0,0,8
4698,330,2,17,1,0,1,6
2858,330,,,,,,
2859,330,,,,,,
2860,330,,,,,,
2861,330,,,,,,
2862,330,,,,,,
2863,330,,,,,,
2864,330,,,,,,
2865,330,,,,,,
4688,330,2,9,1,0,1,16
4690,330,1,4,1,0,0,18
4693,330,1,9,0,0,2,15
4696,330,0,6,0,0,0,13
2842,330,,,,,,
2843,330,,,,,,
2844,330,,,,,,
2845,330,,,,,,
2846,330,,,,,,
2847,330,,,,,,
2848,330,,,,,,
2849,330,,,,,,
4689,330,0,4,0,0,1,6
4691,330,0,2,0,0,1,6
4694,330,0,2,0,0,0,7
4697,330,0,1,1,0,0,7
2850,330,,,,,,
2851,330,,,,,,
2852,330,,,,,,
2853,330,,,,,,
2854,330,,,,,,
2855,330,,,,,,
2856,330,,,,,,
2857,330,,,,,,
5215,363,,,,,,
5222,363,2,1,2,0,0,4
4203,489,0,0,0,0,0,5
4204,489,0,0,0,1,0,6
4205,489,0,0,0,1,0,4
4206,489,0,0,0,1,0,5
4207,489,0,0,0,1,0,5
4997,489,0,0,0,0,0,5
4198,489,0,1,0,0,0,19
4199,489,0,1,0,1,2,18
4200,489,0,1,0,1,3,23
4201,489,0,0,1,0,1,21
4202,489,0,0,1,0,2,34
4996,489,2,0,2,0,2,43
4193,489,0,0,1,0,1,17
4194,489,0,0,1,0,0,14
4195,489,1,0,0,1,0,14
4196,489,2,0,2,1,0,14
4197,489,1,0,2,0,0,18
4998,489,1,0,2,0,0,16
2866,87,,,,,,
2867,87,,,,,,
2868,87,,,,,,
2869,87,,,,,,
2870,87,,,,,,
2871,87,,,,,,
2872,271,,,,,,
2873,271,,,,,,
2874,271,,,,,,
2875,271,,,,,,
2876,271,,,,,,
2877,271,,,,,,
4537,251,13,4,3,0,2,7
5135,251,22,4,6,0,0,5
5136,251,14,3,5,0,1,8
4129,373,2,1,0,0,0,1
4130,373,9,3,2,0,0,2
4131,373,6,0,0,0,0,3
4132,373,4,1,0,0,0,4
4133,373,2,2,0,0,0,2
4775,373,11,3,1,0,0,0
4845,373,,,,,,
4119,373,19,3,1,0,0,7
4120,373,9,1,0,0,0,10
4121,373,3,0,1,0,0,8
4122,373,7,0,0,0,0,4
4123,373,4,0,0,0,0,2
4771,373,32,5,2,0,0,7
4846,373,49,6,4,0,3,12
4160,373,2,1,2,0,0,1
4161,373,0,1,1,0,0,0
4162,373,1,1,2,0,0,0
4163,373,0,0,2,0,0,0
4164,373,0,0,1,0,0,1
4774,373,4,0,2,0,0,1
4847,373,,,,,,
4150,373,12,1,1,0,0,6
4151,373,11,0,1,0,0,6
4152,373,9,0,0,0,0,7
4153,373,9,0,0,0,0,6
4154,373,4,0,0,0,0,2
4769,373,11,0,1,0,0,3
4848,373,,,,,,
4155,373,1,0,1,0,0,4
4156,373,1,0,0,0,0,2
4157,373,1,0,0,0,0,2
4158,373,1,1,0,0,0,3
4159,373,3,2,0,0,0,3
4770,373,9,1,1,0,0,5
4843,373,22,5,4,0,2,7
4124,373,17,3,6,0,0,16
4125,373,6,2,5,0,0,13
4126,373,7,2,3,0,0,14
4127,373,9,2,3,0,0,13
4128,373,6,0,2,0,0,9
4776,373,19,2,5,0,0,18
4849,373,24,5,14,0,11,24
1340,29,0,82,0,0,5,1
1341,29,0,65,0,0,1,0
1342,29,,,,,,
1343,29,,,,,,
2882,29,,,,,,
2883,29,,,,,,
2884,29,,,,,,
2885,29,,,,,,
1903,83,2,4,5,0,4,13
4450,83,,,,,,
1906,83,14,12,2,0,12,46
1905,83,4,1,4,0,8,33
1904,83,1,5,1,1,4,59
4561,295,0,0,0,0,0,10
2910,295,,,,,,
2911,295,,,,,,
2912,295,,,,,,
2913,295,,,,,,
2914,295,,,,,,
2920,295,,,,,,
2921,295,,,,,,
2922,295,,,,,,
4563,295,0,0,0,0,0,21
2902,295,,,,,,
2903,295,,,,,,
2904,295,,,,,,
2905,295,,,,,,
2906,295,,,,,,
2907,295,,,,,,
2908,295,,,,,,
2909,295,,,,,,
4564,295,1,0,1,0,0,22
2894,295,,,,,,
2895,295,,,,,,
2896,295,,,,,,
2897,295,,,,,,
2898,295,,,,,,
2899,295,,,,,,
2900,295,,,,,,
2901,295,,,,,,
4565,295,1,1,2,1,1,22
2915,295,,,,,,
2916,295,,,,,,
2917,295,,,,,,
2918,295,,,,,,
2919,295,,,,,,
2939,189,,,,,,
2940,189,,,,,,
2941,189,,,,,,
2942,189,,,,,,
2943,189,,,,,,
2944,189,,,,,,
2945,189,,,,,,
2946,189,,,,,,
2923,189,,,,,,
2924,189,,,,,,
2925,189,,,,,,
2926,189,,,,,,
2927,189,,,,,,
2928,189,,,,,,
2929,189,,,,,,
2930,189,,,,,,
2931,189,,,,,,
2932,189,,,,,,
2933,189,,,,,,
2934,189,,,,,,
2935,189,,,,,,
2936,189,,,,,,
2937,189,,,,,,
2938,189,,,,,,
2947,189,,,,,,
2948,189,,,,,,
2949,189,,,,,,
2950,189,,,,,,
2951,189,,,,,,
2952,189,,,,,,
2953,189,,,,,,
2954,189,,,,,,
4223,238,3,1,0,0,0,8
4224,238,1,2,0,0,1,7
4225,238,2,3,0,0,1,12
4226,238,2,2,0,0,0,19
5216,238,4,4,2,0,2,15
5217,238,8,2,2,0,2,13
4228,238,3,2,1,0,0,4
4229,238,0,5,1,0,0,9
4230,238,2,1,0,0,0,6
4231,238,1,3,0,0,0,5
5218,238,1,4,0,0,1,6
5219,238,1,5,0,0,2,11
4235,238,1,3,1,0,0,26
4232,238,0,1,1,0,0,10
4233,238,1,0,0,0,0,16
4234,238,0,2,0,0,1,16
5220,238,1,0,1,0,0,40
5221,238,1,2,0,0,1,43
2955,217,,,,,,
2956,217,,,,,,
2957,217,,,,,,
2958,217,,,,,,
2959,217,,,,,,
2960,217,,,,,,
2961,217,,,,,,
2962,217,,,,,,
2963,217,,,,,,
2964,217,,,,,,
2965,217,,,,,,
2966,217,,,,,,
4701,217,23,14,5,1,0,103
4543,137,5,20,5,0,2,21
4545,137,4,18,3,0,7,33
1372,388,7,0,0,0,5,16
1373,388,8,0,0,0,7,17
1374,388,12,0,1,0,9,21
1375,388,12,1,2,0,6,33
1376,388,9,1,3,0,11,35
2008,388,9,0,6,0,4,41
2013,388,12,,9,,,40
2967,388,,,,,,
2968,388,,,,,,
2969,388,,,,,,
2970,388,,,,,,
1377,388,10,0,0,0,7,22
1378,388,7,0,0,1,8,23
1379,388,5,0,1,1,9,27
1380,388,4,0,0,0,10,31
1381,388,7,0,1,0,15,32
2009,388,13,1,7,0,7,62
2048,388,,,,,,
2989,388,,,,,,
2990,388,,,,,,
2995,499,,,,,,
2996,499,,,,,,
2997,499,,,,,,
2998,499,,,,,,
2999,499,,,,,,
3000,499,,,,,,
3001,499,,,,,,
3002,499,,,,,,
3003,499,,,,,,
3004,499,,,,,,
3009,499,,,,,,
3010,499,,,,,,
3011,499,,,,,,
3012,499,,,,,,
3013,499,,,,,,
3014,499,,,,,,
3015,499,,,,,,
3016,499,,,,,,
3021,499,,,,,,
3022,499,,,,,,
3023,499,,,,,,
3024,499,,,,,,
3017,499,,,,,,
3018,499,,,,,,
3019,499,,,,,,
3020,499,,,,,,
3005,499,,,,,,
3006,499,,,,,,
3007,499,,,,,,
3008,499,,,,,,
3025,499,,,,,,
3026,499,,,,,,
3027,499,,,,,,
3028,499,,,,,,
3031,333,,,,,,
3032,333,,,,,,
3033,333,,,,,,
3034,333,,,,,,
3035,333,,,,,,
3036,333,,,,,,
3037,333,,,,,,
3038,333,,,,,,
3039,333,,,,,,
3040,333,,,,,,
3041,333,,,,,,
3042,333,,,,,,
3043,333,,,,,,
3044,333,,,,,,
4140,41,12,3,4,3,,40
4141,41,15,3,5,2,,38
4142,41,15,2,1,1,,28
4143,41,7,1,2,,,17
5261,41,15,2,5,0,,52
4139,41,14,5,6,3,,33
4134,41,10,2,1,2,,23
4135,41,5,2,1,1,,23
4136,41,1,1,2,,,20
4137,41,3,1,1,1,,21
4138,41,6,1,,1,,15
5262,41,9,2,5,0,,31
3045,51,,,,,,
3046,51,,,,,,
3047,51,,,,,,
3048,51,,,,,,
3049,51,,,,,,
3050,51,,,,,,
5280,319,17,4,7,0,6,74
4658,319,16,2,5,0,4,66
4659,319,16,1,5,0,5,66
4662,319,9,0,4,0,5,67
4663,319,7,3,1,0,4,58
4664,319,7,3,1,0,5,68
4667,319,7,3,2,0,4,75
4668,319,8,3,0,0,3,72
4669,319,7,4,1,0,2,70
3060,319,,,,,,
5281,319,20,8,7,0,4,44
4670,319,17,5,3,0,5,40
4671,319,8,6,1,0,5,34
4672,319,4,4,1,0,5,28
4674,319,3,4,3,0,3,22
4676,319,2,4,2,0,2,18
4677,319,1,2,2,0,1,21
4678,319,1,2,1,0,1,27
4679,319,2,2,0,1,0,21
3057,319,,,,,,
4384,319,28,3,1,0,,37
2037,319,6,0,2,0,2,26
2038,319,8,0,5,0,5,24
2039,319,8,2,5,1,2,23
2040,319,15,2,3,0,6,29
3051,319,,,,,,
3052,319,,,,,,
3053,319,,,,,,
3054,319,,,,,,
3055,319,,,,,,
3056,319,,,,,,
4533,326,3,0,1,0,0,14
3063,307,,,,,,
3064,307,,,,,,
3065,307,,,,,,
3066,307,,,,,,
3067,307,,,,,,
3068,307,,,,,,
3069,307,,,,,,
3070,307,,,,,,
3071,448,,,,,,
3072,448,,,,,,
3073,448,,,,,,
3074,448,,,,,,
3075,448,,,,,,
3076,448,,,,,,
3077,448,,,,,,
3078,448,,,,,,
3079,448,,,,,,
3080,448,,,,,,
3081,448,,,,,,
3082,448,,,,,,
4609,187,0,1,0,0,0,6
4613,187,1,1,0,0,0,15
4610,187,0,5,0,0,0,22
4614,187,0,5,0,0,0,33
4612,187,0,1,0,0,1,4
4616,187,0,0,0,0,1,6
4611,187,0,0,0,0,0,4
4615,187,0,0,0,0,0,1
1388,435,13,3,3,0,6,27
1389,435,6,1,3,0,4,26
1390,435,4,2,2,0,2,24
1391,435,6,3,2,0,2,28
3087,435,,,,,,
3088,435,,,,,,
3090,435,,,,,,
3091,435,,,,,,
3092,435,,,,,,
3093,435,,,,,,
3094,435,,,,,,
3095,435,,,,,,
1392,435,25,11,0,0,10,54
1393,435,12,13,3,1,8,44
1394,435,10,10,7,1,2,47
1395,435,10,10,9,1,4,51
3089,435,,,,,,
1396,435,1,2,0,0,0,8
1397,435,2,2,0,0,0,12
1398,435,2,2,0,0,0,10
1399,435,1,1,0,0,0,16
3096,435,,,,,,
3097,435,,,,,,
3098,435,,,,,,
1400,435,1,1,0,0,0,16
1401,435,1,2,0,0,2,15
1402,435,1,1,1,0,1,17
1403,435,0,1,1,0,2,18
3100,435,,,,,,
3101,435,,,,,,
3108,260,,,,,,
3109,260,,,,,,
3116,260,,,,,,
3117,260,,,,,,
3118,20,,,,,,
3119,20,,,,,,
3120,20,,,,,,
3121,20,,,,,,
3122,20,,,,,,
3123,20,,,,,,
4699,173,76,19,14,0,6,43
3124,440,,,,,,
3125,440,,,,,,
3126,440,,,,,,
3127,440,,,,,,
3128,440,,,,,,
3129,440,,,,,,
3130,440,,,,,,
3131,440,,,,,,
3132,367,,,,,,
3133,367,,,,,,
3134,367,,,,,,
3135,367,,,,,,
3136,367,,,,,,
3137,367,,,,,,
3138,367,,,,,,
3139,367,,,,,,
3140,367,,,,,,
3141,367,,,,,,
3142,367,,,,,,
3143,367,,,,,,
3144,367,,,,,,
3145,367,,,,,,
3146,367,,,,,,
3147,367,,,,,,
3148,367,,,,,,
3149,367,,,,,,
3150,367,,,,,,
3151,367,,,,,,
3152,367,,,,,,
3153,367,,,,,,
3154,367,,,,,,
3155,367,,,,,,
3156,367,,,,,,
3157,211,,,,,,
3158,211,,,,,,
3159,211,,,,,,
3160,211,,,,,,
3161,211,,,,,,
3162,211,,,,,,
4516,476,,,,,,
1414,97,8,1,1,0,2,4
1415,97,1,1,2,0,2,4
1416,97,0,1,2,0,2,4
1417,97,3,0,2,0,3,2
1418,97,4,0,2,0,3,3
1419,97,7,1,4,0,5,4
4886,97,10,1,2,0,2,11
4887,97,9,1,4,0,2,7
4888,97,9,0,4,0,2,9
4889,97,9,2,3,0,2,8
4890,97,13,3,4,0,5,10
4891,97,24,3,4,,7,11
4892,97,27,4,8,1,7,15
4548,97,8,,1,,1,5
4893,97,5,0,4,0,2,3
4894,97,7,0,2,0,3,7
4895,97,5,0,2,0,3,6
4896,97,4,0,1,0,4,8
4897,97,8,0,1,0,2,7
4898,97,8,,,,1,3
3178,25,,,,,,
3179,25,,,,,,
3180,25,,,,,,
3181,25,,,,,,
3182,25,,,,,,
3183,25,,,,,,
3184,25,,,,,,
3185,25,,,,,,
3170,25,,,,,,
3171,25,,,,,,
3172,25,,,,,,
3173,25,,,,,,
3174,25,,,,,,
3175,25,,,,,,
3176,25,,,,,,
3177,25,,,,,,
3202,233,,,,,,
3203,233,,,,,,
3204,233,,,,,,
3205,233,,,,,,
3206,233,,,,,,
3207,233,,,,,,
3208,233,,,,,,
3209,233,,,,,,
3194,233,,,,,,
3195,233,,,,,,
3196,233,,,,,,
3197,233,,,,,,
3198,233,,,,,,
3199,233,,,,,,
3200,233,,,,,,
3201,233,,,,,,
3186,233,,,,,,
3187,233,,,,,,
3188,233,,,,,,
3189,233,,,,,,
3190,233,,,,,,
3191,233,,,,,,
3192,233,,,,,,
3193,233,,,,,,
3210,233,,,,,,
3211,233,,,,,,
3212,233,,,,,,
3213,233,,,,,,
3214,233,,,,,,
3215,233,,,,,,
3216,233,,,,,,
3217,233,,,,,,
3218,233,,,,,,
3219,233,,,,,,
3220,233,,,,,,
3221,233,,,,,,
3222,233,,,,,,
3223,233,,,,,,
3224,233,,,,,,
3225,233,,,,,,
3226,60,,,,,,
3227,60,,,,,,
3228,60,,,,,,
3229,60,,,,,,
3230,60,,,,,,
3231,60,,,,,,
3232,60,,,,,,
3233,60,,,,,,
4773,170,,,,,,
4520,170,,,,,,
4481,43,1,1,5,0,0,4
4519,43,1,5,5,0,0,10
3234,268,,,,,,
3235,268,,,,,,
3236,268,,,,,,
3237,268,,,,,,
3238,268,,,,,,
3239,268,,,,,,
3240,268,,,,,,
3241,268,,,,,,
4635,322,1,1,5,1,0,13
4636,322,1,2,0,0,1,13
4634,322,3,34,15,2,2,92
3266,47,,,,,,
3267,47,,,,,,
3268,47,,,,,,
3242,47,,,,,,
3243,47,,,,,,
3244,47,,,,,,
3245,47,,,,,,
3246,47,,,,,,
3247,47,,,,,,
3248,47,,,,,,
3249,47,,,,,,
3250,47,,,,,,
3251,47,,,,,,
3252,47,,,,,,
3253,47,,,,,,
3254,47,,,,,,
3255,47,,,,,,
3256,47,,,,,,
3257,47,,,,,,
3258,47,,,,,,
3259,47,,,,,,
3260,47,,,,,,
3261,47,,,,,,
3262,47,,,,,,
3263,47,,,,,,
3264,47,,,,,,
3265,47,,,,,,
3269,244,,,,,,
3270,244,,,,,,
3271,244,,,,,,
3272,244,,,,,,
3273,244,,,,,,
3274,244,,,,,,
3275,244,,,,,,
3284,4,,,,,,
3285,4,,,,,,
3276,4,,,,,,
3277,4,,,,,,
3278,4,,,,,,
3279,4,,,,,,
3280,4,,,,,,
3281,4,,,,,,
3282,4,,,,,,
3283,4,,,,,,
5049,91,,49,,,,
3286,91,,,,,,
3287,91,,,,,,
3288,91,,,,,,
3289,91,,,,,,
3290,91,,,,,,
3291,91,,,,,,
3292,91,,,,,,
3293,91,,,,,,
3294,258,,,,,,
3295,258,,,,,,
3296,258,,,,,,
3297,258,,,,,,
3298,258,,,,,,
3299,258,,,,,,
3300,258,,,,,,
3301,258,,,,,,
3302,258,,,,,,
3303,258,,,,,,
1450,424,3,1,0,0,5,1
1451,424,3,3,0,0,3,0
1452,424,,,,,,
1453,424,3,1,,,,6
3308,424,,1,,,,4
3309,424,,1,,,1,4
4787,424,2,,1,,1,6
4788,424,1,,,,1,5
4789,424,1,1,,,,9
4790,424,,1,1,,,6
4791,424,1,3,1,,1,5
4792,424,2,3,1,,1,6
1454,424,0,0,0,0,5,1
1455,424,1,0,0,0,2,3
1456,424,,,,,,
1457,424,,,1,,,3
3314,424,,,1,,,
3315,424,,,,,,4
4793,424,1,,1,,,2
4794,424,1,,,,,3
4795,424,1,,,,,3
4796,424,,,,,,
4797,424,2,,,,,2
4798,424,,,1,,,2
3322,424,,,,,,
3323,424,,,,,,
3324,424,,,,,,
3325,424,,,,,,
1458,424,0,2,0,0,0,6
1459,424,1,0,0,0,1,3
1460,424,,,,,,
1461,424,1,,,,,2
3320,424,,,,,,1
3321,424,,,,,,1
4799,424,1,,,,,3
4800,424,1,,,,,3
4801,424,2,,,,,2
4802,424,2,1,,1,,3
4803,424,,,1,,,2
4804,424,1,,1,,,2
4781,424,7,12,4,,2,15
4782,424,1,1,,,,1
1462,424,4,5,3,0,6,17
1463,424,2,1,2,0,2,18
1464,424,,,,,,
1465,424,1,4,1,,,17
3330,424,4,5,3,,,20
3331,424,5,5,1,,,16
3332,424,3,8,2,,1,23
3333,424,4,9,3,,1,18
4783,424,4,8,4,,,17
4784,424,5,8,3,,,19
4785,424,6,9,5,,,25
4786,424,,1,1,,1,8
1420,72,18,8,9,1,3,19
1421,72,13,4,3,1,0,18
1422,72,4,5,3,1,0,11
1423,72,0,3,1,,0,3
1424,72,0,1,4,,1,3
1425,72,0,0,2,,1,1
1426,72,,1,2,,1,3
1427,72,3,0,2,,0,1
1428,72,1,0,3,,0,1
1429,72,2,1,4,0,,3
4867,72,2,1,6,0,,7
4868,72,1,1,5,0,,10
4869,72,3,1,5,0,0,13
4870,72,6,1,2,0,0,15
1434,72,4,0,0,,0,5
1430,72,13,0,0,,,13
1431,72,8,0,0,,0,9
1432,72,2,0,0,0,0,7
1433,72,4,0,0,0,0,4
1435,72,4,1,0,,0,7
1436,72,4,0,0,,,7
1437,72,,1,0,,,4
1438,72,4,1,0,,,11
1439,72,3,1,1,0,,12
1969,72,7,1,2,0,0,8
1970,72,8,2,2,0,,20
4872,72,9,1,4,0,0,20
4873,72,10,1,4,0,0,25
1440,72,6,6,3,,0,7
1441,72,2,3,3,,1,6
1442,72,5,3,2,,1,10
1443,72,4,2,1,,1,9
1444,72,5,2,1,,1,7
1445,72,4,2,2,,0,9
1446,72,4,2,2,,2,7
1447,72,6,1,2,,2,7
1448,72,7,0,3,,2,6
1449,72,1,0,1,0,,10
4874,72,2,0,1,0,,13
4875,72,4,0,3,0,,16
4876,72,2,0,4,0,0,20
4877,72,4,1,4,0,0,18
3334,40,,,,,,
3335,40,,,,,,
3336,40,,,,,,
3337,40,,,,,,
3338,40,,,,,,
3339,40,,,,,,
3340,40,,,,,,
3341,40,,,,,,
4707,40,,,,,,
3342,40,,,,,,
3343,40,,,,,,
3344,40,,,,,,
3345,40,,,,,,
3346,40,,,,,,
3347,40,,,,,,
3348,40,,,,,,
3349,40,,,,,,
3350,40,,,,,,
3351,40,,,,,,
3352,40,,,,,,
3353,40,,,,,,
3368,110,1,2,2,0,0,29
3369,110,1,3,4,0,0,25
3370,110,3,0,4,0,0,26
3371,110,2,2,8,0,0,29
3372,110,4,2,14,0,1,29
3373,110,4,1,13,0,2,41
4317,110,2,2,18,0,2,25
4946,110,9,3,8,0,1,38
4947,110,9,4,11,0,1,25
4948,110,5,3,11,0,3,18
3366,110,,,,,,
3367,110,,,,,,
4985,110,4,1,5,0,0,19
4986,110,3,1,3,0,0,20
4987,110,3,1,5,1,0,24
4988,110,4,4,4,1,0,26
4989,110,5,5,7,0,1,29
4990,110,7,3,9,1,2,33
4991,110,6,3,12,1,3,28
4992,110,7,3,14,1,4,31
4993,110,8,6,16,1,1,28
4994,110,12,7,16,0,3,38
4598,110,5,6,11,2,0,44
4599,110,8,6,13,1,0,45
4600,110,9,5,15,2,0,49
4601,110,9,7,22,2,0,49
4602,110,11,9,27,1,0,50
4603,110,10,8,22,1,0,38
4881,110,12,7,25,0,0,55
4590,110,10,8,14,1,0,37
4591,110,12,7,16,0,0,47
4592,110,20,5,27,0,0,58
4593,110,20,4,32,0,0,77
4594,110,25,6,32,0,0,72
4595,110,20,5,22,0,0,50
4882,110,20,3,26,0,0,54
4975,110,11,7,16,0,0,33
4976,110,10,7,13,0,0,44
4977,110,6,3,14,0,0,43
4978,110,10,7,10,1,0,37
4979,110,11,7,16,0,2,43
4980,110,15,5,22,0,3,53
4981,110,17,4,26,0,4,67
4982,110,23,6,29,0,6,60
4983,110,21,5,22,0,4,45
4984,110,21,3,27,1,4,58
4962,110,0,0,1,0,0,1
4963,110,6,0,8,0,0,3
4964,110,5,1,12,0,1,4
4965,110,0,2,10,0,0,16
4966,110,2,3,13,0,0,23
4967,110,2,3,14,0,0,19
4968,110,3,3,12,0,0,17
4969,110,3,3,11,0,0,18
4970,110,3,3,10,0,0,15
4971,110,3,3,13,0,1,19
4972,110,4,3,20,0,0,23
4973,110,3,2,16,0,1,21
4974,110,3,1,16,0,1,18
4584,110,6,11,27,0,0,114
4585,110,7,11,21,0,0,103
4586,110,8,9,23,0,0,81
4587,110,6,9,24,0,0,89
4588,110,9,6,36,0,0,91
4589,110,11,5,39,0,0,83
4883,110,18,5,57,0,0,118
4952,110,7,11,16,1,0,83
4953,110,4,5,12,1,0,81
4954,110,1,4,14,0,0,88
4955,110,3,8,15,0,0,97
4956,110,5,8,10,0,3,85
4957,110,5,6,13,0,1,66
4958,110,3,6,11,0,2,70
4959,110,5,3,15,0,3,67
4960,110,5,4,17,0,3,74
4961,110,10,5,36,0,4,113
4995,110,0,0,1,0,0,4
4577,110,5,5,22,1,0,136
4578,110,6,5,30,2,0,129
4579,110,8,6,29,1,0,123
4580,110,8,3,37,0,0,130
4581,110,8,2,38,0,0,136
4582,110,6,2,27,0,0,100
4884,110,4,3,24,0,0,112
4949,110,5,6,16,0,0,123
4950,110,5,5,14,0,0,113
4951,110,5,5,14,1,0,120
3390,291,,,,,,
3391,291,,,,,,
3392,291,,,,,,
3393,291,,,,,,
3394,291,,,,,,
3395,291,,,,,,
3396,291,,,,,,
3397,291,,,,,,
3382,291,,,,,,
3383,291,,,,,,
3384,291,,,,,,
3385,291,,,,,,
3386,291,,,,,,
3387,291,,,,,,
3388,291,,,,,,
3389,291,,,,,,
3374,291,,,,,,
3375,291,,,,,,
3376,291,,,,,,
3377,291,,,,,,
3378,291,,,,,,
3379,291,,,,,,
3380,291,,,,,,
3381,291,,,,,,
